        -1.26673936e-02,  -3.21477360e-02,  -6.52379794e-02,
        -1.33285383e-01,   1.83871708e-01,   1.54362704e-01,
         6.32818369e-03,  -1.69375502e-01,   2.85586813e-01,
        -1.36045726e-01,   2.19021756e-01,  -2.66075253e-03,
         1.12999589e-01,   6.51075448e-02,   1.86205729e-01,
        -1.90695035e-01,  -1.40400308e-01,  -7.60157080e-02,
         9.62522272e-02,   2.08614117e-01,  -2.95515012e-01,
         1.68944543e-01,  -6.30688435e-02,   1.10969996e-01,
        -1.56504115e-01,  -1.25392657e-01,  -1.20987456e-01,
         2.33409637e-01,  -8.45507314e-02,  -9.13889054e-02,
        -1.85537956e-01,  -2.52331329e-01,  -1.56467895e-01,
        -2.42595364e-01,   7.98278440e-02,  -1.70073964e-01,
         2.01568407e-01,   1.89187019e-01,   1.02699994e-01,
        -2.75367725e-01,   2.51823233e-01,   9.04958080e-03,
         2.52321155e-01,   2.10020653e-01,   1.17217547e-01,
         2.80159145e-02,   1.02460712e-01,   6.89228697e-02,
         2.61791837e-01,   1.58772544e-02,   2.55723132e-01,
        -1.56116217e-04,   2.02596164e-01,   7.84378118e-02,
         1.37968904e-01,  -1.21058798e-01,   7.68592677e-02,
        -8.85771002e-02,  -2.33574876e-01,   1.52265777e-01,
         2.82511472e-01,  -1.95230010e-01,   2.24940021e-01,
         7.76895105e-02,   2.41560550e-01,  -1.04084881e-01,
         2.55699310e-02,   1.11781466e-01,  -1.50868256e-01,
         2.83136997e-01,  -1.82475094e-01,   1.80796679e-01,
         8.14542578e-02,   1.93805637e-01,  -2.11078377e-02,
         1.65270950e-01,   1.10760998e-01,   8.26936199e-02,
         2.26615470e-01,  -2.02631760e-01,  -3.68326976e-02,
        -2.80797775e-01,   2.66634302e-01,   2.02910358e-01,
        -2.30323076e-01,   2.27524425e-01,  -2.51885732e-01,
        -9.76669979e-02,   2.78784020e-01,   2.55367856e-01,
         2.38816280e-01,  -1.42187947e-02,  -2.40621691e-02,
         2.32319835e-01,  -6.70715137e-04,   1.72344593e-01,
         5.00669052e-02,   9.07659715e-02,   7.30243345e-02,
         1.99240891e-01,   6.94677666e-02,  -2.72789576e-01,
        -2.55550642e-01,  -2.60675735e-01,   3.09156521e-02,
        -5.97657689e-02,  -8.85012731e-02,  -7.73278618e-02,
        -2.40598067e-01,   1.11410468e-01,   1.01875829e-01,
         8.35631221e-02,  -2.19022676e-01,   2.05680475e-01,
        -2.86938157e-01,   8.70094616e-02,  -2.21681365e-01,
         1.79488170e-01,   2.51971571e-01,  -2.75966756e-02,
        -3.49245207e-02,  -1.95790173e-01,  -6.21040878e-02,
        -2.95871483e-01,   2.35715493e-01,  -1.50533876e-01,
        -1.95745462e-01,  -8.55228763e-02,   1.00669378e-01,
        -2.86193431e-01,   8.08506570e-02,  -1.63279735e-01,
        -4.10510970e-02,   2.05463567e-01,   6.09673920e-02,
        -9.44295416e-02,  -7.48404025e-02,   2.52498021e-01,
         1.85254821e-01,   6.17521760e-02,   1.01844681e-01,
         1.67804694e-01,   1.25284202e-01,  -8.88555633e-02,
        -2.48384558e-01,   1.79874308e-02,  -2.61636862e-01,
        -8.40907090e-02,  -1.01990268e-01,  -1.24979980e-01,
        -1.05732898e-01,  -1.49911052e-01,  -2.77889066e-01,
         1.79239590e-01,   7.83523090e-02,   2.60168859e-01,
         6.29704199e-02,  -2.94621558e-01,   2.55318733e-01,
        -2.77102245e-01,  -4.44408890e-02,   5.20684046e-02,
        -7.51192446e-02,  -9.32961049e-02,   6.04733823e-02,
         1.01093767e-01,   1.99733977e-01,   1.52111988e-01,
         2.10423853e-01,   1.54186548e-01,   2.42469999e-01,
         2.52740187e-01,   2.13025501e-02,   8.27017659e-02,
        -1.71173113e-01,   1.73879742e-01,   2.22847403e-01,
        -2.50851676e-01,   2.94790824e-01,   2.97608835e-01,
         5.19934206e-02,   1.04260345e-02,  -2.90511173e-01,
         1.44664527e-01,  -2.87979261e-02,  -5.51921668e-02,
         5.65230663e-02,   2.46849225e-01,   2.72987132e-01,
        -2.36355259e-01,   6.63125492e-02,   2.69632228e-01,
         5.08494372e-02,   7.77305834e-02,  -1.92799306e-01,
        -1.75121127e-01,   7.57750319e-02,   2.07627817e-01,
        -2.00235931e-01,   9.11912234e-02,  -2.76886629e-01,
        -1.11678967e-02,   8.36152528e-02,   6.18191418e-02,
        -8.35502551e-02,  -2.95458900e-02,   8.16423167e-02,
         2.06193986e-01,   2.84734752e-01,   1.24891661e-01,
        -7.96005272e-02]
